"PeakID (cmd=annotatePeaks.pl clp_cd8_H3K4me3.txt mm10 -size -500,500)",Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
clp_H3K4me3_1_peak_2609,chr11,76216728,76217728,+,228,NA,promoter-TSS (NM_021294),promoter-TSS (NM_021294),344,NM_177367,276919,Mm.482713,NM_177367,ENSMUSG00000049396,Gemin4,4932415L08Rik|AU015359,gem nuclear organelle associated protein 4,protein-coding
clp_H3K4me3_1_peak_2609-2,chr11,76216728,76217728,+,228,NA,promoter-TSS (NM_021294),promoter-TSS (NM_021294),344,NM_177367,276919,Mm.482713,NM_177367,ENSMUSG00000049396,Gemin4,4932415L08Rik|AU015359,gem nuclear organelle associated protein 4,protein-coding
clp_H3K4me3_1_peak_7385-3,chr18,6515443,6516443,+,228,NA,"5' UTR (NM_007935, exon 1 of 14)","5' UTR (NM_007935, exon 1 of 14)",165,NM_007935,13831,Mm.312133,NM_007935,ENSMUSG00000024240,Epc1,2400007E14Rik|5730566F07Rik|A930032N02Rik|mir-1893,enhancer of polycomb homolog 1,protein-coding
clp_H3K4me3_1_peak_6514,chr17,6079638,6080638,+,228,NA,promoter-TSS (NM_001111017),promoter-TSS (NM_001111017),217,NM_001357804,66467,Mm.303441,NM_181392,ENSMUSG00000034345,Gtf2h5,2700017P07Rik|2810432H05Rik|D17Wsu155e,"general transcription factor IIH, polypeptide 5",protein-coding
clp_H3K4me3_1_peak_7385-4,chr18,6515443,6516443,+,228,NA,"5' UTR (NM_007935, exon 1 of 14)","5' UTR (NM_007935, exon 1 of 14)",165,NM_007935,13831,Mm.312133,NM_007935,ENSMUSG00000024240,Epc1,2400007E14Rik|5730566F07Rik|A930032N02Rik|mir-1893,enhancer of polycomb homolog 1,protein-coding
clp_H3K4me3_1_peak_7385-2,chr18,6515443,6516443,+,228,NA,"5' UTR (NM_007935, exon 1 of 14)","5' UTR (NM_007935, exon 1 of 14)",165,NM_007935,13831,Mm.312133,NM_007935,ENSMUSG00000024240,Epc1,2400007E14Rik|5730566F07Rik|A930032N02Rik|mir-1893,enhancer of polycomb homolog 1,protein-coding
clp_H3K4me3_1_peak_7385,chr18,6515443,6516443,+,228,NA,"5' UTR (NM_007935, exon 1 of 14)","5' UTR (NM_007935, exon 1 of 14)",165,NM_007935,13831,Mm.312133,NM_007935,ENSMUSG00000024240,Epc1,2400007E14Rik|5730566F07Rik|A930032N02Rik|mir-1893,enhancer of polycomb homolog 1,protein-coding
clp_H3K4me3_1_peak_6825,chr17,32320281,32321281,+,228,NA,TTS (NM_017476),TTS (NM_017476),457,NM_001357760,56399,Mm.328945,NM_019774,ENSMUSG00000024045,Akap8,1200016A02Rik|AA673585|AKAP-8|AKAP95|AU015639,A kinase (PRKA) anchor protein 8,protein-coding
clp_H3K4me3_1_peak_1833,chr10,120208758,120209758,+,227,NA,"intron (NM_026617, intron 1 of 6)","intron (NM_026617, intron 1 of 6)",432,NM_026617,68212,Mm.157426,NM_026617,ENSMUSG00000020225,Tmbim4,0610007H07Rik|AU022431,transmembrane BAX inhibitor motif containing 4,protein-coding
clp_H3K4me3_1_peak_10043,chr3,83055400,83056400,+,227,NA,"intron (NM_016784, intron 1 of 14)","intron (NM_016784, intron 1 of 14)",362,NM_016784,53317,Mm.286349,NM_016784,ENSMUSG00000027998,Plrg1,AA958940|C80566|Tango4,pleiotropic regulator 1,protein-coding
clp_H3K4me3_1_peak_13267,chr6,87009586,87010586,+,227,NA,"intron (NM_020045, intron 1 of 7)",CpG,250,NM_001170591,56748,Mm.23809,NM_020045,ENSMUSG00000029993,Nfu1,0610006G17Rik|CGI-33|Hirip5,NFU1 iron-sulfur cluster scaffold,protein-coding
clp_H3K4me3_1_peak_5308,chr15,11994986,11995986,+,227,NA,"intron (NM_011294, intron 1 of 4)",CpG,521,NM_011294,20024,Mm.41746,NM_011294,ENSMUSG00000022205,Sub1,AI842364|P15|P9|Pc4|Rpo2tc1,"SUB1 homolog, transcriptional regulator",protein-coding
clp_H3K4me3_1_peak_11215-2,chr4,120951100,120952100,+,226,NA,"5' UTR (NM_001005788, exon 1 of 6)","5' UTR (NM_001005788, exon 1 of 6)",101,NM_001005788,381549,Mm.331840,NM_001005788,ENSMUSG00000064141,Zfp69,Gm1029|Krab2|Zfp63,zinc finger protein 69,protein-coding
clp_H3K4me3_1_peak_12406,chr5,117388152,117389152,+,226,NA,"intron (NM_028128, intron 1 of 10)",CpG,371,NM_028128,72151,Mm.27997,NM_028128,ENSMUSG00000029363,Rfc5,2610020K06Rik|2610209F07Rik|36.5kDa|36kDa|Recc5,replication factor C (activator 1) 5,protein-coding
clp_H3K4me3_1_peak_6156,chr16,30587099,30588099,+,226,NA,promoter-TSS (NM_178069),promoter-TSS (NM_178069),-10,NM_178069,224092,Mm.567,NM_178069,ENSMUSG00000022538,Lsg1,5830465I20|AA409273|D16Bwg1547e,large 60S subunit nuclear export GTPase 1,protein-coding
clp_H3K4me3_1_peak_5302,chr15,10485064,10486064,+,226,NA,promoter-TSS (NM_001289448),promoter-TSS (NM_001289448),373,NM_026396,67832,Mm.28057,NM_026396,ENSMUSG00000022247,Brix1,1110064N10Rik|Bxdc2|C76935,"BRX1, biogenesis of ribosomes",protein-coding
clp_H3K4me3_1_peak_11215,chr4,120951100,120952100,+,226,NA,"5' UTR (NM_001005788, exon 1 of 6)","5' UTR (NM_001005788, exon 1 of 6)",101,NM_001005788,381549,Mm.331840,NM_001005788,ENSMUSG00000064141,Zfp69,Gm1029|Krab2|Zfp63,zinc finger protein 69,protein-coding
clp_H3K4me3_1_peak_9920,chr3,51408167,51409167,+,226,NA,"intron (NM_025523, intron 1 of 3)","intron (NM_025523, intron 1 of 3)",288,NM_025523,66377,Mm.331007,NM_025523,ENSMUSG00000037152,Ndufc1,2310016K22Rik|KFYI,NADH:ubiquinone oxidoreductase subunit C1,protein-coding
clp_H3K4me3_1_peak_2619,chr11,76762800,76763800,+,226,NA,"intron (NM_001356321, intron 1 of 8)","intron (NM_001356321, intron 1 of 8)",278,NM_001356321,53334,Mm.20931,NM_016810,ENSMUSG00000010392,Gosr1,AI414660|AI426320|BB145494|GOS-28|GOSRI|GS28,golgi SNAP receptor complex member 1,protein-coding
clp_H3K4me3_1_peak_11882,chr5,31526405,31527405,+,225,NA,promoter-TSS (NM_001347328),promoter-TSS (NM_001347328),-90,NM_001359156,20534,Mm.352407,NM_009206,ENSMUSG00000029141,Slc4a1ap,kanadaptin,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",protein-coding
clp_H3K4me3_1_peak_11882-2,chr5,31526405,31527405,+,225,NA,promoter-TSS (NM_001347328),promoter-TSS (NM_001347328),-90,NM_001359156,20534,Mm.352407,NM_009206,ENSMUSG00000029141,Slc4a1ap,kanadaptin,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",protein-coding
clp_H3K4me3_1_peak_2697,chr11,80383309,80384309,+,224,NA,"intron (NR_156118, intron 1 of 16)","intron (NR_156118, intron 1 of 16)",530,NR_045038,22680,Mm.401332,NM_011751,ENSMUSG00000017421,Zfp207,8430401D15Rik|BuGZ|Zep|Znf207,zinc finger protein 207,protein-coding
clp_H3K4me3_1_peak_6786,chr17,29263209,29264209,+,224,NA,"intron (NM_026845, intron 1 of 3)","intron (NM_026845, intron 1 of 3)",262,NM_026845,68816,Mm.328928,NM_026845,ENSMUSG00000024007,Ppil1,1110060O10Rik|AI327391|Cypl1,peptidylprolyl isomerase (cyclophilin)-like 1,protein-coding
clp_H3K4me3_1_peak_11143,chr4,116650669,116651669,+,224,NA,"intron (NM_021473, intron 1 of 8)","intron (NM_021473, intron 1 of 8)",505,NM_021473,58810,Mm.30085,NM_021473,ENSMUSG00000028692,Akr1a1,2610201A18Rik|Akr1a4,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",protein-coding
clp_H3K4me3_1_peak_11168,chr4,117681471,117682471,+,224,NA,"5' UTR (NM_023178, exon 2 of 11)","5' UTR (NM_023178, exon 2 of 11)",254,NM_023178,66233,Mm.29142,NM_023178,ENSMUSG00000009640,Dmap1,1500016M21Rik|DNMAP1|DNMTAP1|Dmtap1|mKIAA1425,DNA methyltransferase 1-associated protein 1,protein-coding
clp_H3K4me3_1_peak_8207,chr19,36925852,36926852,+,223,NA,"5' UTR (NM_001080706, exon 1 of 38)","5' UTR (NM_001080706, exon 1 of 38)",273,NM_001080706,107182,Mm.295062,NM_001080706,ENSMUSG00000040565,Btaf1,AI414500|AI447930|E430027O22Rik|TAF170,B-TFIID TATA-box binding protein associated factor 1,protein-coding
clp_H3K4me3_1_peak_1026,chr1,193172646,193173646,+,223,NA,promoter-TSS (NM_001160360),promoter-TSS (NM_001160360),-323,NM_001160360,319266,Mm.482460,NM_181048,ENSMUSG00000079144,A130010J15Rik,-,RIKEN cDNA A130010J15 gene,protein-coding
clp_H3K4me3_1_peak_14781,chr7,133708913,133709913,+,223,NA,promoter-TSS (NM_001302085),promoter-TSS (NM_001302085),80,NM_025392,66165,Mm.389983,NM_025392,ENSMUSG00000030983,Bccip,1110013J05Rik|TOK-1,BRCA2 and CDKN1A interacting protein,protein-coding
clp_H3K4me3_1_peak_8207-2,chr19,36925852,36926852,+,223,NA,"5' UTR (NM_001080706, exon 1 of 38)","5' UTR (NM_001080706, exon 1 of 38)",273,NM_001080706,107182,Mm.295062,NM_001080706,ENSMUSG00000040565,Btaf1,AI414500|AI447930|E430027O22Rik|TAF170,B-TFIID TATA-box binding protein associated factor 1,protein-coding
clp_H3K4me3_1_peak_15173,chr8,70131141,70132141,+,223,NA,"3' UTR (NM_011266, exon 9 of 9)","3' UTR (NM_011266, exon 9 of 9)",314,NR_104434,75692,Mm.161167,NM_001025586,ENSMUSG00000071078,Nr2c2ap,2310073E15Rik,nuclear receptor 2C2-associated protein,protein-coding
clp_H3K4me3_1_peak_9414,chr2,143062897,143063897,+,222,NA,"intron (NM_021335, intron 1 of 6)","intron (NM_021335, intron 1 of 6)",328,NM_021335,20639,Mm.1323,NM_021335,ENSMUSG00000008333,Snrpb2,2810052G09Rik,U2 small nuclear ribonucleoprotein B,protein-coding
clp_H3K4me3_1_peak_15861,chr9,22307094,22308094,+,221,NA,promoter-TSS (NM_145612),promoter-TSS (NM_145612),44,NM_145612,235050,Mm.306038,NM_145612,ENSMUSG00000066829,Zfp810,BC005471,zinc finger protein 810,protein-coding
clp_H3K4me3_1_peak_12521-2,chr5,124482856,124483856,+,221,NA,"intron (NM_029532, intron 1 of 1)",CpG,201,NM_029532,76167,Mm.156035,NM_029532,ENSMUSG00000029402,Snrnp35,6330548G22Rik,small nuclear ribonucleoprotein 35 (U11/U12),protein-coding
clp_H3K4me3_1_peak_12521,chr5,124482856,124483856,+,221,NA,"intron (NM_029532, intron 1 of 1)",CpG,201,NM_029532,76167,Mm.156035,NM_029532,ENSMUSG00000029402,Snrnp35,6330548G22Rik,small nuclear ribonucleoprotein 35 (U11/U12),protein-coding
clp_H3K4me3_1_peak_14868,chr7,143822112,143823112,+,220,NA,promoter-TSS (NM_007856),promoter-TSS (NM_007856),240,NM_001308095,78914,Mm.35104,NM_030221,ENSMUSG00000031090,Nadsyn1,9130012B15Rik,NAD synthetase 1,protein-coding
clp_H3K4me3_1_peak_6343,chr16,59471643,59472643,+,220,NA,"intron (NM_025910, intron 1 of 9)","intron (NM_025910, intron 1 of 9)",368,NM_025910,67014,Mm.289150,NM_025910,ENSMUSG00000022724,Riox2,1810047J07Rik|2410057H13Rik|3830408E23Rik|AI449204|Mina,ribosomal oxygenase 2,protein-coding
clp_H3K4me3_1_peak_13907,chr7,25619046,25620046,+,220,NA,promoter-TSS (NM_025504),promoter-TSS (NM_025504),53,NM_025504,66349,Mm.159956,NM_025504,ENSMUSG00000057229,Dmac2,2310004L02Rik|Atp5sl|C030044E10Rik,distal membrane arm assembly complex 2,protein-coding
clp_H3K4me3_1_peak_10382,chr3,108444279,108445279,+,220,NA,"intron (NM_011319, intron 1 of 11)",CpG,480,NM_011319,20226,Mm.28688,NM_011319,ENSMUSG00000068739,Sars,Sars1|Strs|serRS,seryl-aminoacyl-tRNA synthetase,protein-coding
clp_H3K4me3_1_peak_1309,chr10,53629216,53630216,+,220,NA,"intron (NM_027830, intron 1 of 12)",CpG,241,NM_027830,71567,Mm.278221,NM_027830,ENSMUSG00000058298,Mcm9,9030408O17Rik|Gm235|Mcmdc1,minichromosome maintenance 9 homologous recombination repair factor,protein-coding
clp_H3K4me3_1_peak_808,chr1,167307894,167308894,+,220,NA,promoter-TSS (NM_001039483),promoter-TSS (NM_001039483),-276,NM_001039483,68944,Mm.330045,NM_026881,ENSMUSG00000052428,Tmco1,1190006A08Rik|4930403O06Rik|AA109065|AU022572|ESTM39,transmembrane and coiled-coil domains 1,protein-coding
clp_H3K4me3_1_peak_3297,chr11,120150216,120151216,+,219,NA,"intron (NM_001361696, intron 1 of 16)","intron (NM_001361696, intron 1 of 16)",635,NM_024249,72055,Mm.253403,NM_024249,ENSMUSG00000061306,Slc38a10,1810073N04Rik,"solute carrier family 38, member 10",protein-coding
clp_H3K4me3_1_peak_13605,chr6,135011458,135012458,+,219,NA,"intron (NM_026360, intron 1 of 11)","intron (NM_026360, intron 1 of 11)",346,NM_026360,67755,Mm.166524,NM_026360,ENSMUSG00000030204,Ddx47,4930588A18Rik|C77285,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,protein-coding
clp_H3K4me3_1_peak_2491,chr11,69765704,69766704,+,219,NA,"intron (NM_001363178, intron 1 of 3)",CpG,292,NM_029348,75580,Mm.426361,NM_029348,ENSMUSG00000018750,Zbtb4,2310026P19Rik|9230111I22Rik|mKIAA1538,zinc finger and BTB domain containing 4,protein-coding
clp_H3K4me3_1_peak_8646,chr2,28467797,28468797,+,219,NA,"exon (NM_001166031, exon 2 of 4)","exon (NM_001166031, exon 2 of 4)",231,NM_080452,118451,Mm.294951,NM_080452,ENSMUSG00000035772,Mrps2,1500019M10Rik,mitochondrial ribosomal protein S2,protein-coding
clp_H3K4me3_1_peak_13203-2,chr6,83077911,83078911,+,219,NA,promoter-TSS (NM_197992),promoter-TSS (NM_197992),21,NM_197992,69837,Mm.12261,NM_197992,ENSMUSG00000069678,Pcgf1,2010002K04Rik|AU024121|Nspc1,polycomb group ring finger 1,protein-coding
clp_H3K4me3_1_peak_13507,chr6,124829353,124830353,+,219,NA,promoter-TSS (NM_001326594),promoter-TSS (NM_001326594),-323,NM_013538,14793,Mm.285723,NM_013538,ENSMUSG00000023505,Cdca3,2410005A12Rik|C8|Grcc8|Tome-1,cell division cycle associated 3,protein-coding
clp_H3K4me3_1_peak_13203,chr6,83077911,83078911,+,219,NA,promoter-TSS (NM_197992),promoter-TSS (NM_197992),21,NM_197992,69837,Mm.12261,NM_197992,ENSMUSG00000069678,Pcgf1,2010002K04Rik|AU024121|Nspc1,polycomb group ring finger 1,protein-coding
clp_H3K4me3_1_peak_2519,chr11,70409316,70410316,+,218,NA,"exon (NM_029231, exon 1 of 17)","exon (NM_029231, exon 1 of 17)",215,NM_029231,75273,Mm.340601,NM_029231,ENSMUSG00000018921,Pelp1,4930563C04Rik|MNAR,"proline, glutamic acid and leucine rich protein 1",protein-coding
clp_H3K4me3_1_peak_15829,chr9,21367853,21368853,+,218,NA,promoter-TSS (NM_001277322),promoter-TSS (NM_001277322),-179,NM_001277322,16201,Mm.440026,NM_010561,ENSMUSG00000032178,Ilf3,MBII-26|MPHOSPH4|NF90|NFAR,interleukin enhancer binding factor 3,protein-coding
clp_H3K4me3_1_peak_11890,chr5,32459368,32460368,+,218,NA,"intron (NM_172707, intron 1 of 7)","intron (NM_172707, intron 1 of 7)",898,NM_172707,19046,Mm.241931,NM_172707,ENSMUSG00000014956,Ppp1cb,1200010B19,protein phosphatase 1 catalytic subunit beta,protein-coding
clp_H3K4me3_1_peak_13781,chr7,15921688,15922688,+,217,NA,"intron (NM_009156, intron 1 of 5)","intron (NM_009156, intron 1 of 5)",183,NM_009156,20364,Mm.42829,NM_009156,ENSMUSG00000041571,Selenow,Sepw1|selW,selenoprotein W,protein-coding
clp_H3K4me3_1_peak_8883,chr2,57181430,57182430,+,217,NA,promoter-TSS (NR_040356),promoter-TSS (NR_040356),99,NR_040633,75279,Mm.401987,NR_040633,ENSMUSG00000086396,4930555B11Rik,-,RIKEN cDNA 4930555B11 gene,ncRNA
clp_H3K4me3_1_peak_11483,chr4,136285113,136286113,+,217,NA,promoter-TSS (NM_009557),promoter-TSS (NM_009557),-454,NM_009557,22704,Mm.1504,NM_009557,ENSMUSG00000051351,Zfp46,AI426962|Mlz-4|Zfp-46|Znf436,zinc finger protein 46,protein-coding
clp_H3K4me3_1_peak_5761,chr15,89195807,89196807,+,216,NA,"exon (NM_027081, exon 1 of 20)","exon (NM_027081, exon 1 of 20)",167,NM_027081,69440,Mm.482128,NM_027081,ENSMUSG00000015377,Dennd6b,1700027J05Rik|AI414881|Fam116b,DENN/MADD domain containing 6B,protein-coding
clp_H3K4me3_1_peak_4903,chr14,48446128,48447128,+,216,NA,"intron (NR_132324, intron 1 of 13)",CpG,276,NR_132324,218989,Mm.85211,NM_172600,ENSMUSG00000036339,Tmem260,5930435P15|6720456H20Rik,transmembrane protein 260,protein-coding
clp_H3K4me3_1_peak_14127,chr7,44495732,44496732,+,216,NA,promoter-TSS (NM_001357650),promoter-TSS (NM_001357650),186,NM_197991,69683,Mm.294759,NM_197991,ENSMUSG00000008140,Emc10,2310044H10Rik|5430410O10Rik|Inm02|Mirta22,ER membrane protein complex subunit 10,protein-coding
clp_H3K4me3_1_peak_7462,chr18,24529325,24530325,+,215,NA,"intron (NM_144861, intron 1 of 6)",CpG,379,NM_001360807,225283,Mm.28427,NM_144861,ENSMUSG00000040446,Rprd1a,C77387|mKIAA4077,regulation of nuclear pre-mRNA domain containing 1A,protein-coding
clp_H3K4me3_1_peak_13692,chr7,3629411,3630411,+,215,NA,promoter-TSS (NM_023524),promoter-TSS (NM_023524),18,NM_001290381,69714,Mm.358730,NM_023524,ENSMUSG00000006335,Tfpt,2400004F01Rik|AI450389|Amida|FB1,TCF3 (E2A) fusion partner,protein-coding
clp_H3K4me3_1_peak_5858,chr15,99473877,99474877,+,214,NA,"intron (NM_029236, intron 1 of 1)",CpG,353,NM_029236,75284,Mm.32826,NM_029236,ENSMUSG00000037525,Bcdin3d,4930556P03Rik|AV138748,BCDIN3 domain containing,protein-coding
clp_H3K4me3_1_peak_12669,chr5,138085029,138086029,+,214,NA,"intron (NM_029869, intron 1 of 3)","intron (NM_029869, intron 1 of 3)",445,NM_133906,74570,Mm.213114,NM_029869,ENSMUSG00000029729,Zkscan1,5930429A01Rik|9130423L19Rik|9230118B16Rik|AI646829|AI788588|C87323|KOX18|PHZ-37|ZNF139,zinc finger with KRAB and SCAN domains 1,protein-coding
clp_H3K4me3_1_peak_6346,chr16,62785884,62786884,+,214,NA,"intron (NM_178925, intron 1 of 5)","intron (NM_178925, intron 1 of 5)",332,NM_178925,106338,Mm.26321,NM_178925,ENSMUSG00000050312,Nsun3,6720484A09Rik|AU022521,NOL1/NOP2/Sun domain family member 3,protein-coding
clp_H3K4me3_1_peak_9938,chr3,53016468,53017468,+,213,NA,"intron (NM_026225, intron 1 of 18)",CpG,255,NM_026225,67542,Mm.249548,NM_026225,ENSMUSG00000027742,Cog6,4933405E16Rik|AU018618|mKIAA1134,component of oligomeric golgi complex 6,protein-coding
clp_H3K4me3_1_peak_10313,chr3,103058112,103059112,+,213,NA,TTS (NM_001310693),TTS (NM_001310693),327,NM_010937,18176,Mm.400954,NM_010937,ENSMUSG00000027852,Nras,AV095280|N-ras,neuroblastoma ras oncogene,protein-coding
clp_H3K4me3_1_peak_14119,chr7,44246563,44247563,+,213,NA,"intron (NM_025880, intron 1 of 5)",CpG,341,NM_025880,668661,Mm.274492,NM_025880,ENSMUSG00000045411,2410002F23Rik,-,RIKEN cDNA 2410002F23 gene,protein-coding
clp_H3K4me3_1_peak_1591,chr10,81059431,81060431,+,213,NA,"5' UTR (NM_001358549, exon 1 of 12)","5' UTR (NM_001358549, exon 1 of 12)",245,NM_001358549,52551,Mm.30068,NM_024499,ENSMUSG00000004937,Sgta,5330427H01Rik|AI194281|D10Ertd190e|Sgt|Stg,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha",protein-coding
clp_H3K4me3_1_peak_16345,chr9,88547745,88548745,+,213,NA,"5' UTR (NM_001163061, exon 1 of 5)","5' UTR (NM_001163061, exon 1 of 5)",225,NM_001163061,71640,Mm.259988,NM_001142943,ENSMUSG00000032425,Zfp949,4930422I07Rik|Nczf,zinc finger protein 949,protein-coding
clp_H3K4me3_1_peak_251,chr1,58972624,58973624,+,213,NA,promoter-TSS (NM_172656),promoter-TSS (NM_172656),358,NM_172406,70827,Mm.222887,NM_172406,ENSMUSG00000026028,Trak2,2900022D04Rik|4733401O11Rik|AI480836|AW046271|Als2cr3|CALS-C|GRIF-1|GRIF1|OIP98|mKIAA0549,"trafficking protein, kinesin binding 2",protein-coding
clp_H3K4me3_1_peak_5206,chr14,101653918,101654918,+,213,NA,"intron (NM_016723, intron 2 of 8)",CpG-4702,451,NM_016723,50933,Mm.275970,NM_016723,ENSMUSG00000022111,Uchl3,-,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase),protein-coding
clp_H3K4me3_1_peak_15322,chr8,83566508,83567508,+,213,NA,"intron (NM_025843, intron 1 of 2)",CpG,250,NM_025843,66916,Mm.29683,NM_025843,ENSMUSG00000033938,Ndufb7,1110002H15Rik,NADH:ubiquinone oxidoreductase subunit B7,protein-coding
clp_H3K4me3_1_peak_11317,chr4,129461434,129462434,+,213,NA,"intron (NM_133889, intron 1 of 10)","intron (NM_133889, intron 1 of 10)",255,NM_133889,100383,Mm.17918,NM_133889,ENSMUSG00000040859,Bsdc1,1110063F24Rik|AW011758,BSD domain containing 1,protein-coding
clp_H3K4me3_1_peak_1723,chr10,94147613,94148613,+,212,NA,"intron (NM_011629, intron 1 of 13)",CpG,182,NM_011629,22025,Mm.107483,NM_011629,ENSMUSG00000005897,Nr2c1,4831444H07Rik|80.3|Eenr|TR2|Tr2-11,"nuclear receptor subfamily 2, group C, member 1",protein-coding
clp_H3K4me3_1_peak_14409,chr7,97480688,97481688,+,212,NA,"intron (NM_027256, intron 1 of 22)","intron (NM_027256, intron 1 of 22)",232,NM_001358012,101861,Mm.27383,NM_027256,ENSMUSG00000025133,Ints4,2610034N24Rik|AA692684|AW493223,integrator complex subunit 4,protein-coding
clp_H3K4me3_1_peak_4295,chr13,51645311,51646311,+,212,NA,"intron (NM_025415, intron 1 of 2)","intron (NM_025415, intron 1 of 2)",579,NM_025415,66197,Mm.222228,NM_025415,ENSMUSG00000062248,Cks2,1110038L14Rik|CKSHS2,CDC28 protein kinase regulatory subunit 2,protein-coding
clp_H3K4me3_1_peak_14671,chr7,126791481,126792481,+,212,NA,"intron (NM_001360464, intron 1 of 7)",CpG,383,NM_001360464,56420,Mm.41998,NM_019674,ENSMUSG00000030697,Ppp4c,1110002D08Rik|AU016079|PP-X|PP4C|Ppx|pp4,"protein phosphatase 4, catalytic subunit",protein-coding
clp_H3K4me3_1_peak_14902,chr8,4275058,4276058,+,212,NA,"intron (NM_011592, intron 1 of 12)","intron (NM_011592, intron 1 of 12)",347,NM_011592,21856,Mm.195249,NM_011592,ENSMUSG00000002949,Timm44,0710005E20Rik|D8Ertd118e|Mimt44|Tim44,translocase of inner mitochondrial membrane 44,protein-coding
clp_H3K4me3_1_peak_9201,chr2,119288642,119289642,+,212,NA,"intron (NM_172269, intron 1 of 4)","intron (NM_172269, intron 1 of 4)",400,NM_172269,228545,Mm.294761,NM_172269,ENSMUSG00000034216,Vps18,9930024E13Rik,VPS18 CORVET/HOPS core subunit,protein-coding
clp_H3K4me3_1_peak_14265,chr7,67645262,67646262,+,211,NA,promoter-TSS (NR_028144),promoter-TSS (NR_028144),-526,NM_027413,67867,Mm.31247,NM_027413,ENSMUSG00000030556,Lrrc28,1300004K21Rik|2210012C09Rik|2310058O11Rik,leucine rich repeat containing 28,protein-coding
clp_H3K4me3_1_peak_13951-2,chr7,28169351,28170351,+,211,NA,"intron (NM_007991, intron 1 of 8)",CpG,103,NM_007991,14113,Mm.4595,NM_007991,ENSMUSG00000046865,Fbl,AL022665|FIB|FLRN|RNU3IP1,fibrillarin,protein-coding
clp_H3K4me3_1_peak_13951,chr7,28169351,28170351,+,211,NA,"intron (NM_007991, intron 1 of 8)",CpG,103,NM_007991,14113,Mm.4595,NM_007991,ENSMUSG00000046865,Fbl,AL022665|FIB|FLRN|RNU3IP1,fibrillarin,protein-coding
clp_H3K4me3_1_peak_9066,chr2,91649988,91650988,+,211,NA,promoter-TSS (NM_001033451),promoter-TSS (NM_001033451),370,NM_001145902,228359,Mm.22413,NM_146124,ENSMUSG00000027247,Arhgap1,B230365D05Rik|C76222|Cdc42GAP|p50rhoGAP,Rho GTPase activating protein 1,protein-coding
clp_H3K4me3_1_peak_8869,chr2,51972344,51973344,+,211,NA,"intron (NM_001141949, intron 1 of 8)",CpG,364,NM_001141948,64685,Mm.7491,NM_019401,ENSMUSG00000026946,Nmi,-,N-myc (and STAT) interactor,protein-coding
clp_H3K4me3_1_peak_11800-2,chr5,24394132,24395132,+,210,NA,"intron (NM_029020, intron 1 of 15)","intron (NM_029020, intron 1 of 15)",476,NM_029020,74610,Mm.283914,NM_029020,ENSMUSG00000028973,Abcb8,4833412N02Rik|AA409895,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",protein-coding
clp_H3K4me3_1_peak_4003,chr13,8870328,8871328,+,210,NA,"intron (NM_001039388, intron 1 of 13)",CpG,216,NM_001039389,207615,Mm.284654,NM_172445,ENSMUSG00000021147,Wdr37,-,WD repeat domain 37,protein-coding
clp_H3K4me3_1_peak_11800,chr5,24394132,24395132,+,210,NA,"intron (NM_029020, intron 1 of 15)","intron (NM_029020, intron 1 of 15)",476,NM_029020,74610,Mm.283914,NM_029020,ENSMUSG00000028973,Abcb8,4833412N02Rik|AA409895,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",protein-coding
